date,league,home_team,away_team,market,prob,fair_odds,book_odds,ev,overround,kelly,stake,pnl,bankroll_after,won
2022-02-26,T1,Buyuksehyr,Karagumruk,home,0.7142,1.4,1.66,0.1855,0.1024,0.04,51.1867,-51.1867,1228.48,False
2022-02-27,F1,Brest,Lorient,home,0.6659,1.502,2.0,0.3319,0.0697,0.04,28.0704,-28.0704,673.6902,False
2022-02-27,B1,Waregem,Seraing,home,0.5235,1.91,2.15,0.1255,0.0957,0.02728,38.5297,44.3092,1456.6888,True
2022-02-27,F1,Metz,Nantes,away,0.5388,1.856,2.5,0.3471,0.0559,0.04,26.9476,-26.9476,646.7426,False
2022-02-27,G1,Panathinaikos,AEK,home,0.4311,2.32,2.6,0.1207,0.0543,0.01887,15.7608,25.2172,860.446,True
2022-02-27,I1,Lazio,Napoli,away,0.4626,2.162,2.5,0.1564,0.0578,0.02607,13.3467,20.0201,531.9777,True
2022-02-27,SP1,Sevilla,Betis,home,0.5128,1.95,2.2,0.1282,0.048,0.0267,20.4392,24.527,790.0387,True
2022-02-28,G1,Giannina,Lamia,home,0.6052,1.652,1.83,0.1076,0.0541,0.0324,30.2202,25.0828,957.8062,True
2022-02-28,G1,Apollon,Atromitos,away,0.5867,1.704,3.1,0.8188,0.0405,0.04,34.4178,72.2775,932.7234,True
2022-03-02,G1,AEK,PAOK,away,0.4517,2.214,3.1,0.4002,0.0476,0.04,38.3122,-38.3122,919.494,False
2022-03-03,G1,Atromitos,Volos NFC,away,0.4053,2.467,4.75,0.9254,0.0597,0.04,36.7798,-36.7798,882.7142,False
2022-03-04,P1,Gil Vicente,Estoril,home,0.58,1.724,1.9,0.102,0.0501,0.02835,30.5479,-30.5479,1046.9779,False
2022-03-04,T1,Yeni Malatyaspor,Ad. Demirspor,away,0.6532,1.531,1.72,0.1235,0.0893,0.04,49.1392,-49.1392,1179.3408,False
2022-03-04,SP1,Alaves,Sevilla,away,0.5956,1.679,1.95,0.1613,0.0576,0.04,31.6015,-31.6015,758.4372,False
2022-03-05,T1,Konyaspor,Galatasaray,home,0.6018,1.662,2.45,0.4745,0.073,0.04,47.1736,68.4018,1247.7425,True
2022-03-05,E0,Leicester,Leeds,home,0.7629,1.311,1.75,0.335,0.0595,0.04,18.1787,13.6341,468.1026,True
2022-03-05,I1,Cagliari,Lazio,away,0.5541,1.805,2.1,0.1636,0.0665,0.03719,19.2437,21.1681,538.6122,True
2022-03-05,D1,Stuttgart,M'gladbach,home,0.4249,2.354,3.1,0.3171,0.0655,0.03775,44.3692,93.1753,1268.5183,True
2022-03-05,D1,Bochum,Greuther Furth,home,0.6507,1.537,1.72,0.1193,0.0586,0.04,45.6976,32.9023,1175.343,True
2022-03-05,SP1,Osasuna,Villarreal,away,0.5344,1.871,2.1,0.1222,0.056,0.02777,21.0618,-21.0618,737.3754,False
2022-03-05,E0,Norwich,Brentford,away,0.4628,2.161,2.5,0.157,0.0674,0.02616,11.8137,17.7205,469.3129,True
2022-03-05,E0,Aston Villa,Southampton,away,0.4177,2.394,3.0,0.2531,0.0538,0.03163,14.8444,-14.8444,454.4686,False
2022-03-05,I1,Roma,Atalanta,away,0.4392,2.277,2.7,0.1858,0.0566,0.02732,14.5336,-14.5336,517.444,False
2022-03-06,G1,Atromitos,Panathinaikos,away,0.5898,1.695,2.05,0.2091,0.0604,0.04,34.6022,36.3323,901.3877,True
2022-03-06,G1,OFI Crete,Apollon,home,0.8027,1.246,1.5,0.2041,0.0475,0.04,33.9237,16.9619,865.0554,True
2022-03-06,G1,Ionikos,Panetolikos,home,0.4903,2.04,2.3,0.1277,0.0574,0.02455,21.3447,-21.3447,848.0935,False
2022-03-06,E0,Watford,Arsenal,away,0.7072,1.414,1.57,0.1103,0.0536,0.04,18.7241,10.6727,478.7754,True
2022-03-06,G1,Lamia,PAOK,away,0.695,1.439,1.65,0.1467,0.0578,0.04,35.3086,22.9506,905.6648,True
2022-03-06,I1,Genoa,Empoli,away,0.4848,2.063,2.87,0.3913,0.0609,0.04,22.568,-22.568,541.6325,False
2022-03-06,I1,Venezia,Sassuolo,away,0.5409,1.849,2.2,0.19,0.0564,0.03959,21.3237,25.5884,564.2006,True
2022-03-06,N1,For Sittard,Zwolle,home,0.4371,2.288,2.62,0.1452,0.0596,0.0224,17.3226,-17.3226,756.0094,False
2022-03-06,G1,Aris,Olympiakos,away,0.5042,1.983,2.5,0.2605,0.0494,0.04,36.2266,-36.2266,869.4382,False
2022-03-06,T1,Fenerbahce,Trabzonspor,away,0.4432,2.256,3.0,0.3295,0.0909,0.04,49.9097,-49.9097,1197.8328,False
2022-03-06,F1,Nantes,Montpellier,home,0.5495,1.82,2.1,0.154,0.0654,0.03499,21.7243,23.8968,644.7697,True
2022-03-06,B1,Eupen,Oud-Heverlee Leuven,away,0.5662,1.766,2.37,0.3419,0.1096,0.04,58.2676,-58.2676,1398.4212,False
2022-03-06,P1,Moreirense,Maritimo,away,0.4672,2.141,3.2,0.4949,0.0469,0.04,41.8791,92.1341,1139.112,True
2022-03-06,F1,Bordeaux,Troyes,home,0.5627,1.777,2.25,0.266,0.0505,0.04,25.8697,-25.8697,620.8729,False
2022-03-06,SP1,Betis,Ath Madrid,home,0.5559,1.799,3.0,0.6676,0.0678,0.04,29.495,-29.495,707.8804,False
2022-03-07,T1,Kayserispor,Alanyaspor,home,0.4433,2.256,2.5,0.1082,0.0781,0.01803,21.5969,-21.5969,1176.2359,False
2022-03-07,T1,Gaziantep,Hatayspor,home,0.5167,1.935,2.2,0.1367,0.082,0.02849,33.511,-33.511,1142.7249,False
2022-03-10,E0,Leeds,Aston Villa,away,0.6047,1.654,2.5,0.5118,0.0561,0.04,19.151,28.7265,507.5019,True
2022-03-11,B1,Oud-Heverlee Leuven,St. Gilloise,away,0.6666,1.5,1.7,0.1333,0.0605,0.04,55.9368,39.1558,1437.577,True
2022-03-12,F1,Troyes,Nantes,away,0.5191,1.926,2.5,0.2978,0.0573,0.04,25.7908,-25.7908,618.9789,False
2022-03-12,I1,Salernitana,Sassuolo,away,0.7321,1.366,1.8,0.3178,0.0568,0.04,21.6653,-21.6653,519.9672,False
2022-03-12,P1,Belenenses,Boavista,away,0.6003,1.666,2.1,0.2605,0.0696,0.04,45.5645,-45.5645,1093.5475,False
2022-03-12,N1,Waalwijk,Heerenveen,home,0.4749,2.106,2.45,0.1634,0.0594,0.02817,20.4449,-20.4449,705.3241,False
2022-03-12,D1,Union Berlin,Stuttgart,home,0.5454,1.833,2.1,0.1454,0.0476,0.03305,41.9245,-41.9245,1226.5938,False
2022-03-12,D1,Freiburg,Wolfsburg,home,0.6146,1.627,2.1,0.2906,0.056,0.04,49.0638,53.9701,1280.5639,True
2022-03-12,N1,Sparta Rotterdam,Go Ahead Eagles,away,0.4162,2.403,4.2,0.7479,0.045,0.04,30.2404,-30.2404,725.769,False
2022-03-12,E0,Man United,Tottenham,away,0.4242,2.357,3.25,0.3787,0.0564,0.04,20.3001,-20.3001,487.2018,False
2022-03-12,E0,Brighton,Liverpool,away,0.754,1.326,1.5,0.131,0.0643,0.04,19.4881,9.744,496.9458,True
2022-03-12,SP1,Getafe,Valencia,home,0.4666,2.143,2.37,0.1059,0.0469,0.01933,13.6833,-13.6833,694.197,False
2022-03-12,T1,Trabzonspor,Goztep,home,0.8145,1.228,1.57,0.2788,0.1036,0.04,45.709,26.0541,1168.7791,True
2022-03-12,T1,Kasimpasa,Rizespor,home,0.7375,1.356,1.6,0.18,0.0655,0.04,46.7512,28.0507,1196.8298,True
2022-03-13,D1,Leverkusen,FC Koln,home,0.7266,1.376,1.61,0.1697,0.0497,0.04,51.2226,-51.2226,1229.3413,False
2022-03-13,P1,Maritimo,Guimaraes,home,0.4418,2.264,2.87,0.2679,0.0531,0.03581,39.1599,-39.1599,1054.3875,False
2022-03-13,SP1,Vallecano,Sevilla,away,0.4874,2.052,2.3,0.1209,0.0515,0.02325,16.1401,-16.1401,678.0569,False
2022-03-13,T1,Ad. Demirspor,Sivasspor,home,0.6129,1.632,1.9,0.1644,0.0704,0.04,45.9583,-45.9583,1102.9983,False
2022-03-13,T1,Alanyaspor,Fenerbahce,home,0.4928,2.029,2.62,0.2912,0.0693,0.04,47.8732,-47.8732,1148.9566,False
2022-03-13,SP1,Betis,Ath Bilbao,home,0.5232,1.911,2.3,0.2034,0.0503,0.03912,26.5256,34.4833,712.5402,True
2022-03-13,F1,Angers,Reims,away,0.4204,2.379,3.6,0.5133,0.0574,0.04,24.7592,64.3738,683.3527,True
2022-03-13,E0,Everton,Wolves,away,0.5675,1.762,3.3,0.8726,0.0503,0.04,19.8778,45.719,542.6649,True
2022-03-13,F1,Lyon,Rennes,away,0.4497,2.224,3.4,0.529,0.0597,0.04,28.875,69.3001,791.1758,True
2022-03-13,F1,Strasbourg,Monaco,home,0.4806,2.081,2.55,0.2255,0.0588,0.03637,24.8535,38.523,721.8757,True
2022-03-14,T1,Giresunspor,Gaziantep,home,0.466,2.146,2.37,0.1044,0.0734,0.01905,21.0121,28.7866,1131.7849,True
2022-03-14,SP1,Mallorca,Real Madrid,away,0.7185,1.392,1.57,0.1281,0.0536,0.04,28.5016,16.2459,728.7861,True
2022-03-16,E0,Brighton,Tottenham,away,0.5216,1.917,2.25,0.1736,0.0505,0.03473,18.8468,23.5584,566.2233,True
2022-03-17,E0,Everton,Newcastle,away,0.4716,2.12,3.1,0.462,0.0469,0.04,22.6489,-22.6489,543.5744,False
2022-03-18,N1,Heerenveen,Heracles,away,0.4082,2.45,3.1,0.2653,0.0522,0.03159,22.2812,-22.2812,683.0429,False
2022-03-18,I1,Genoa,Torino,away,0.478,2.092,2.4,0.1473,0.0517,0.0263,13.6751,-13.6751,506.2921,False
2022-03-18,D1,Bochum,M'gladbach,home,0.5058,1.977,2.8,0.4162,0.0569,0.04,49.1737,-49.1737,1180.1677,False
2022-03-18,T1,Karagumruk,Kayserispor,away,0.4258,2.348,3.6,0.533,0.0684,0.04,45.2714,-45.2714,1086.5135,False
2022-03-18,T1,Rizespor,Trabzonspor,away,0.7218,1.385,1.7,0.227,0.0763,0.04,43.4605,-43.4605,1043.053,False
2022-03-18,E0,Wolves,Leeds,home,0.7133,1.402,2.1,0.4979,0.056,0.04,21.743,-21.743,521.8314,False
2022-03-18,P1,Vizela,Famalicao,away,0.4164,2.401,2.7,0.1244,0.0776,0.01829,19.2847,-19.2847,1035.1028,False
2022-03-19,P1,Guimaraes,Sp Lisbon,away,0.6856,1.459,1.65,0.1312,0.0918,0.04,41.4041,26.9127,1062.0155,True
2022-03-19,B1,Eupen,Mechelen,away,0.5229,1.912,2.3,0.2027,0.0653,0.03898,52.6086,-52.6086,1297.021,False
2022-03-19,B1,Seraing,Oud-Heverlee Leuven,away,0.6356,1.573,2.37,0.5065,0.0609,0.04,56.2346,-56.2346,1349.6295,False
2022-03-19,B1,Charleroi,Cercle Brugge,away,0.4259,2.348,2.7,0.15,0.0561,0.02206,31.7129,-31.7129,1405.8641,False
2022-03-19,SP1,Elche,Valencia,home,0.4464,2.24,2.62,0.1695,0.0597,0.02615,19.0578,-19.0578,709.7284,False
2022-03-19,F1,Nantes,Lille,home,0.4638,2.156,3.0,0.3913,0.0541,0.04,31.647,-31.647,759.5288,False
2022-03-19,T1,Goztep,Alanyaspor,away,0.4643,2.154,2.87,0.3326,0.0773,0.04,41.7221,78.0204,1121.0733,True
2022-03-19,D1,Greuther Furth,Freiburg,away,0.7214,1.386,1.7,0.2264,0.0488,0.04,47.2067,-47.2067,1132.961,False
2022-03-19,G1,Atromitos,Apollon,home,0.7231,1.383,1.65,0.1931,0.0466,0.04,36.0555,23.4361,924.8238,True
2022-03-19,D1,Hertha,Hoffenheim,away,0.719,1.391,1.72,0.2367,0.0576,0.04,45.3184,-45.3184,1087.6425,False
2022-03-19,G1,Volos NFC,Asteras Tripolis,home,0.4029,2.482,2.8,0.1282,0.0513,0.01781,16.4711,-16.4711,908.3527,False
2022-03-19,N1,Twente,Zwolle,home,0.6755,1.48,1.66,0.1213,0.0509,0.04,27.3217,18.0323,701.0752,True
2022-03-19,N1,Nijmegen,Sparta Rotterdam,home,0.5034,1.986,2.45,0.2334,0.056,0.04,28.043,-28.043,673.0322,False
2022-03-20,F1,Angers,Brest,away,0.4149,2.41,3.5,0.452,0.0528,0.04,29.1659,-29.1659,699.9817,False
2022-03-20,F1,Reims,Lyon,home,0.4132,2.42,4.33,0.7894,0.0552,0.04,30.3812,-30.3812,729.1476,False
2022-03-20,T1,Gaziantep,Galatasaray,home,0.4628,2.161,2.7,0.2495,0.0727,0.03669,41.1322,69.9247,1190.998,True
2022-03-20,N1,Willem II,AZ Alkmaar,away,0.7378,1.355,1.57,0.1583,0.0536,0.04,26.9213,-26.9213,646.1109,False
2022-03-20,B1,Kortrijk,Standard,home,0.4686,2.134,2.5,0.1715,0.0561,0.02858,37.0689,-37.0689,1259.9521,False
2022-03-20,SP1,Real Madrid,Barcelona,home,0.5864,1.705,2.15,0.2608,0.0506,0.04,28.3982,-28.3982,681.5573,False
2022-03-20,SP1,Sevilla,Sociedad,home,0.5752,1.739,2.05,0.1792,0.0587,0.04,29.5815,-29.5815,709.9555,False
2022-03-20,F1,Bordeaux,Montpellier,away,0.4913,2.035,2.8,0.3756,0.051,0.04,27.9993,50.3987,750.3804,True
2022-03-20,SP1,Espanol,Mallorca,home,0.6342,1.577,2.05,0.3,0.0592,0.04,28.3891,29.8086,739.537,True
2022-03-20,F1,Lorient,Strasbourg,away,0.6058,1.651,2.2,0.3328,0.0517,0.04,30.0152,-30.0152,720.3652,False
2022-03-20,G1,AEK,PAOK,away,0.4381,2.283,4.0,0.7524,0.053,0.04,36.3341,109.0023,1017.355,True
2022-03-20,I1,Empoli,Verona,away,0.5338,1.873,2.55,0.3613,0.0596,0.04,20.9237,-20.9237,502.1692,False
2022-03-20,D1,Wolfsburg,Leverkusen,away,0.5545,1.803,2.3,0.2754,0.0622,0.04,43.5057,56.5574,1144.1999,True
2022-03-20,I1,Venezia,Sampdoria,away,0.4195,2.384,2.7,0.1327,0.0551,0.01952,9.8828,16.8008,523.0929,True
2022-03-20,E0,Leicester,Brentford,home,0.5492,1.821,2.15,0.1808,0.0534,0.03931,20.5132,23.5902,545.4216,True
2022-04-02,G1,Apollon,Panetolikos,away,0.6076,1.646,2.6,0.5798,0.0556,0.04,40.6942,-40.6942,976.6608,False
2022-04-02,F1,Lille,Bordeaux,home,0.746,1.34,1.5,0.119,0.0476,0.04,28.8146,-28.8146,691.5506,False
2022-04-02,G1,Lamia,OFI Crete,away,0.4743,2.109,3.5,0.6599,0.0585,0.04,39.0664,97.6661,1074.3269,True
2022-04-02,B1,Waregem,St Truiden,away,0.484,2.066,2.5,0.2099,0.0515,0.03499,44.0857,66.1286,1326.0807,True
2022-04-02,E0,Wolves,Aston Villa,home,0.4138,2.416,3.0,0.2415,0.0481,0.03018,16.4608,32.9216,578.3432,True
2022-04-02,SP1,Levante,Villarreal,away,0.6692,1.494,1.95,0.305,0.0538,0.04,28.5164,-28.5164,684.3925,False
2022-04-02,SP1,Getafe,Mallorca,home,0.5979,1.673,2.15,0.2854,0.0484,0.04,27.2623,31.3516,712.9089,True
2022-04-02,D1,Dortmund,RB Leipzig,home,0.4755,2.103,2.5,0.1886,0.0595,0.03144,35.9736,-35.9736,1108.2263,False
2022-04-02,G1,Asteras Tripolis,Atromitos,home,0.5637,1.774,2.0,0.1275,0.0357,0.03186,34.2281,-34.2281,1040.0988,False
2022-04-02,P1,Arouca,Gil Vicente,away,0.6439,1.553,2.25,0.4488,0.0646,0.04,42.4806,-42.4806,1019.5349,False
2022-04-02,E0,Leeds,Southampton,away,0.5058,1.977,2.75,0.3909,0.0522,0.04,23.1337,-23.1337,555.2095,False
2022-04-03,F1,Strasbourg,Lens,home,0.6228,1.606,2.1,0.3078,0.056,0.04,30.7685,33.8454,803.0584,True
2022-04-03,B1,Standard,St. Gilloise,away,0.6635,1.507,1.66,0.1014,0.0834,0.03839,50.9082,33.5994,1359.6801,True
2022-04-03,E0,West Ham,Everton,home,0.6582,1.519,1.75,0.1519,0.0568,0.04,22.2084,16.6563,571.8658,True
2022-04-03,T1,Konyaspor,Goztep,home,0.7067,1.415,1.8,0.272,0.119,0.04,47.6399,38.1119,1229.11,True
2022-04-03,P1,Maritimo,Tondela,home,0.5529,1.809,2.0,0.1058,0.0573,0.02645,26.9667,-26.9667,992.5682,False
2022-04-03,P1,Moreirense,Guimaraes,away,0.4794,2.086,2.4,0.1507,0.0728,0.02691,26.71,37.394,1029.9622,True
2022-04-03,F1,Clermont,Nantes,away,0.5202,1.922,2.87,0.4929,0.0531,0.04,28.6272,53.5329,769.213,True
2022-04-03,F1,St Etienne,Marseille,away,0.5427,1.843,2.1,0.1396,0.056,0.03172,21.936,24.1296,715.6801,True
2022-04-03,D1,M'gladbach,Mainz,away,0.4586,2.181,3.2,0.4674,0.0511,0.04,47.0579,-47.0579,1129.3908,False
2022-04-03,D1,Augsburg,Wolfsburg,home,0.4451,2.247,2.8,0.2462,0.0513,0.0342,37.9013,68.2224,1176.4487,True
2022-04-03,T1,Kasimpasa,Gaziantep,home,0.5696,1.756,1.95,0.1107,0.1146,0.02912,35.7917,34.0021,1263.1121,True
2022-04-03,N1,Cambuur,Nijmegen,home,0.4884,2.048,2.5,0.2209,0.0513,0.03682,24.7952,-24.7952,648.6217,False
2022-04-03,N1,For Sittard,Heracles,away,0.433,2.31,2.7,0.169,0.0532,0.02486,16.0623,27.3059,673.4169,True
2022-04-03,SP1,Betis,Osasuna,home,0.6181,1.618,1.9,0.1743,0.062,0.04,27.3757,24.6381,709.0307,True
2022-04-03,N1,Zwolle,Go Ahead Eagles,away,0.4107,2.435,3.6,0.4785,0.0556,0.04,25.9449,67.4567,716.0783,True
2022-04-03,T1,Alanyaspor,Rizespor,home,0.7719,1.296,1.6,0.235,0.1028,0.04,50.5245,30.3147,1293.4268,True
2022-04-03,SP1,Granada,Vallecano,home,0.4407,2.269,2.6,0.1458,0.052,0.02277,16.1446,-16.1446,692.886,False
2022-04-03,T1,Trabzonspor,Besiktas,home,0.6571,1.522,2.0,0.3142,0.1154,0.04,51.7371,-51.7371,1241.6897,False
2022-04-04,I1,Verona,Genoa,home,0.6419,1.558,1.83,0.1748,0.0511,0.04,20.0868,16.672,518.8412,True
2022-04-08,E0,Newcastle,Wolves,away,0.4884,2.048,3.4,0.6605,0.0611,0.04,22.8746,-22.8746,548.9911,False
2022-04-08,N1,Go Ahead Eagles,Willem II,home,0.5611,1.782,2.05,0.1503,0.0587,0.03578,25.6213,26.9023,742.9807,True
2022-04-09,G1,Volos NFC,Lamia,home,0.5344,1.871,3.3,0.7636,0.0517,0.04,39.9398,91.8615,1090.3564,True
2022-04-09,E0,Aston Villa,Tottenham,away,0.5062,1.975,2.25,0.139,0.0511,0.02781,15.2674,19.0843,568.0754,True
2022-04-09,E0,Southampton,Chelsea,away,0.6524,1.533,1.95,0.2722,0.0538,0.04,22.723,21.5869,589.6623,True
2022-04-09,SP1,Villarreal,Ath Bilbao,home,0.556,1.799,2.3,0.2787,0.0515,0.04,26.6068,-26.6068,638.5638,False
2022-04-09,G1,OFI Crete,Apollon,home,0.7761,1.288,1.83,0.4203,0.0544,0.04,41.604,-41.604,998.4949,False
2022-04-09,SP1,Mallorca,Ath Madrid,away,0.6465,1.547,1.95,0.2606,0.0569,0.04,27.7154,-27.7154,665.1706,False
2022-04-10,SP1,Osasuna,Alaves,home,0.5782,1.73,1.95,0.1275,0.0468,0.03354,21.4174,20.3466,658.9103,True
2022-04-10,I1,Venezia,Udinese,away,0.602,1.661,2.15,0.2944,0.0539,0.04,20.7536,23.8667,542.7079,True
2022-04-10,N1,Heerenveen,Groningen,away,0.4639,2.156,3.0,0.3917,0.0494,0.04,29.7192,-29.7192,713.2615,False
2022-04-10,I1,Genoa,Lazio,away,0.5968,1.675,1.9,0.134,0.0501,0.03722,20.1996,18.1796,560.8875,True
2022-04-10,E0,Leicester,Crystal Palace,away,0.452,2.212,2.9,0.3109,0.0698,0.04,21.99,-21.99,527.7602,False
2022-04-10,T1,Fenerbahce,Galatasaray,home,0.7112,1.406,1.85,0.3158,0.0929,0.04,49.6676,42.2174,1283.9071,True
2022-04-10,E0,Brentford,West Ham,away,0.453,2.207,2.62,0.1869,0.0664,0.02884,16.3256,-16.3256,549.7502,False
2022-04-10,E0,Norwich,Burnley,away,0.4987,2.005,2.55,0.2718,0.0531,0.04,23.5865,-23.5865,566.0758,False
2022-04-10,F1,Strasbourg,Lyon,home,0.5513,1.814,2.5,0.3782,0.0515,0.04,32.1223,-32.1223,770.9361,False
2022-04-10,N1,Zwolle,AZ Alkmaar,away,0.6618,1.511,1.7,0.1251,0.0549,0.04,28.5305,-28.5305,684.731,False
2022-04-15,P1,Arouca,Santa Clara,away,0.4501,2.222,3.1,0.3953,0.0726,0.04,41.1985,-41.1985,988.7637,False
2022-04-15,F1,Rennes,Monaco,home,0.5679,1.761,2.1,0.1927,0.0397,0.04,30.8374,-30.8374,740.0986,False
2022-04-15,T1,Kayserispor,Rizespor,home,0.564,1.773,2.0,0.128,0.0719,0.03199,41.0722,-41.0722,1242.835,False
2022-04-15,P1,Famalicao,Gil Vicente,away,0.4627,2.161,3.0,0.3881,0.0907,0.04,39.5505,-39.5505,949.2131,False
2022-04-16,SP1,Elche,Mallorca,home,0.5543,1.804,2.7,0.4965,0.0485,0.04,26.3564,44.8059,703.7162,True
2022-04-16,SP1,Valencia,Osasuna,home,0.5287,1.892,2.15,0.1366,0.0479,0.0297,20.9004,-20.9004,682.8159,False
2022-04-16,F1,St Etienne,Brest,away,0.4585,2.181,3.5,0.6047,0.0433,0.04,29.6039,-29.6039,710.4947,False
2022-04-16,T1,Hatayspor,Sivasspor,home,0.4699,2.128,2.5,0.1748,0.0942,0.02914,36.2162,-36.2162,1206.6187,False
2022-04-16,E0,Southampton,Arsenal,away,0.5768,1.734,1.95,0.1247,0.0538,0.03281,17.3158,-17.3158,510.4444,False
2022-04-16,I1,Cagliari,Sassuolo,away,0.6245,1.601,2.37,0.4801,0.0482,0.04,22.4355,-22.4355,538.452,False
2022-04-16,E0,Watford,Brentford,away,0.6016,1.662,2.55,0.5342,0.0656,0.04,20.4178,31.6476,542.0919,True
2022-04-16,G1,Panetolikos,Asteras Tripolis,away,0.4009,2.495,3.2,0.2827,0.0517,0.03213,33.6318,-33.6318,1013.1103,False
2022-04-16,D1,Augsburg,Hertha,home,0.6791,1.473,1.9,0.2902,0.0501,0.04,44.288,-44.288,1062.9125,False
2022-04-16,D1,Dortmund,Wolfsburg,home,0.7491,1.335,1.53,0.1461,0.0585,0.04,43.3686,22.9854,1107.2005,True
2022-04-16,D1,Mainz,Stuttgart,home,0.6219,1.608,2.05,0.2749,0.0513,0.04,45.1756,-45.1756,1084.2151,False
2022-04-16,G1,Apollon,Volos NFC,away,0.5972,1.675,3.6,1.1498,0.0617,0.04,43.6143,-43.6143,1046.7421,False
2022-04-17,SP1,Granada,Levante,home,0.5272,1.897,2.37,0.2496,0.0494,0.04,27.3126,-27.3126,655.5032,False
2022-04-17,G1,Lamia,Ionikos,away,0.5162,1.937,4.5,1.3231,0.0569,0.04,40.5244,141.8354,1154.9458,True
2022-04-17,P1,Sp Lisbon,Benfica,home,0.6053,1.652,1.95,0.1802,0.0847,0.04,37.9685,-37.9685,911.2446,False
2022-04-17,F1,Metz,Clermont,home,0.4373,2.287,2.8,0.2244,0.0501,0.03117,22.1461,-22.1461,688.3485,False
2022-04-17,F1,Nantes,Angers,home,0.5988,1.67,1.95,0.1676,0.045,0.04,27.5339,-27.5339,660.8146,False
2022-04-17,E0,Newcastle,Leicester,away,0.4881,2.049,3.3,0.6106,0.0517,0.04,21.6837,-21.6837,520.4082,False
2022-04-20,F1,Troyes,Clermont,home,0.5524,1.81,2.3,0.2705,0.0455,0.04,26.4326,-26.4326,634.382,False
2022-04-20,I1,Udinese,Salernitana,home,0.7367,1.357,1.5,0.105,0.0556,0.04,21.5381,-21.5381,516.9139,False
2022-04-20,E0,Chelsea,Arsenal,home,0.6614,1.512,1.83,0.2103,0.0552,0.04,19.9837,-19.9837,479.6082,False
2022-04-20,E0,Everton,Leicester,away,0.5434,1.84,3.25,0.766,0.0463,0.04,19.1843,-19.1843,460.4239,False
2022-04-20,E0,Newcastle,Crystal Palace,away,0.5051,1.98,3.25,0.6415,0.0463,0.04,20.8163,-20.8163,499.5919,False
2022-04-21,SP1,Levante,Sevilla,away,0.5292,1.89,2.1,0.1113,0.0476,0.0253,15.9209,17.5129,646.7961,True
2022-04-21,SP1,Espanol,Vallecano,home,0.5186,1.928,2.37,0.2291,0.057,0.04,26.2201,-26.2201,629.2831,False
2022-04-22,D1,Wolfsburg,Mainz,away,0.4338,2.305,3.1,0.3447,0.0515,0.04,42.5165,-42.5165,1020.396,False
2022-04-23,N1,Waalwijk,Zwolle,home,0.4473,2.235,2.87,0.2838,0.0426,0.03795,25.9855,-25.9855,658.7455,False
2022-04-23,I1,Verona,Sampdoria,home,0.635,1.575,1.75,0.1113,0.0555,0.03711,19.1827,-19.1827,497.7313,False
2022-04-23,F1,St Etienne,Monaco,away,0.626,1.597,1.83,0.1456,0.0477,0.04,25.3753,21.0615,655.4435,True
2022-04-23,E0,Arsenal,Man United,home,0.5382,1.858,2.05,0.1033,0.0592,0.02459,11.3218,11.8879,472.3118,True
2022-04-23,E0,Leicester,Aston Villa,home,0.474,2.11,2.8,0.3271,0.0513,0.04,18.8925,-18.8925,453.4193,False
2022-04-23,D1,RB Leipzig,Union Berlin,home,0.7137,1.401,1.55,0.1063,0.049,0.04,40.8158,-40.8158,979.5801,False
2022-04-23,D1,Freiburg,M'gladbach,home,0.6691,1.495,1.83,0.2245,0.0464,0.04,39.1832,-39.1832,940.3969,False
2022-04-24,F1,Nantes,Bordeaux,home,0.7395,1.352,1.75,0.2941,0.0486,0.04,27.6323,20.7242,711.5325,True
2022-04-24,N1,For Sittard,Go Ahead Eagles,away,0.5262,1.9,3.1,0.6313,0.0469,0.04,26.3498,-26.3498,632.3956,False
2022-04-24,F1,Metz,Brest,away,0.4768,2.097,2.55,0.2158,0.0531,0.03481,22.816,35.3648,690.8083,True
2022-04-24,E0,Burnley,Wolves,away,0.4307,2.322,2.87,0.236,0.0521,0.03155,14.3054,-14.3054,439.114,False
2022-04-25,E0,Crystal Palace,Leeds,home,0.6929,1.443,2.05,0.4205,0.0592,0.04,17.5646,-17.5646,421.5494,False
2022-04-28,E0,Man United,Chelsea,away,0.6282,1.592,2.25,0.4135,0.0511,0.04,16.862,-16.862,404.6874,False
2022-04-30,SP1,Real Madrid,Espanol,home,0.7901,1.266,1.5,0.1851,0.0556,0.04,24.0797,12.0398,614.0321,True
2022-04-30,E0,Watford,Burnley,away,0.4587,2.18,2.75,0.2615,0.0513,0.03736,15.8675,27.7681,452.486,True
2022-04-30,G1,OFI Crete,Panetolikos,home,0.5211,1.919,2.15,0.1204,0.0539,0.02617,30.2249,-30.2249,1124.7208,False
2022-04-30,E0,Southampton,Crystal Palace,away,0.5007,1.997,3.1,0.5522,0.0423,0.04,16.1875,33.9937,438.6812,True
2022-04-30,E0,Wolves,Brighton,home,0.4505,2.22,2.7,0.2165,0.0465,0.03183,13.9632,-13.9632,424.7179,False
2022-04-30,N1,Sparta Rotterdam,AZ Alkmaar,away,0.6329,1.58,1.75,0.1075,0.0492,0.03585,22.6714,-22.6714,609.7243,False
2022-04-30,SP1,Alaves,Villarreal,away,0.6528,1.532,2.1,0.3709,0.056,0.04,25.083,-25.083,601.9922,False
2022-04-30,G1,Volos NFC,Atromitos,home,0.4816,2.076,2.37,0.1414,0.0522,0.0258,29.0178,-29.0178,1095.703,False
